label	bucket	rows	n_docs	fields	example_context
CBS 8459T	strain designation	1	1	strains	...osely related species, Wickerhamiella drosophilae [[CBS 8459T]], by 16 nucleotide substitutions and two gaps (3.9...
CCM 7856T	strain designation	1	1	strains	... sequence similarity to Microbulbifer taiwanensis [[CCM 7856T]] (98.1 %), with similarity to other species within...
CCM 9461T	strain designation	1	1	strains	"...me Pseudomonas tussilaginis sp. nov. and Hg5TfT (=[[CCM 9461T]]=PCM 3563T) as its type strain.
"
CCM 9447T	strain designation	1	1	strains	"...C 1.4560T=JCM 37070T) and CR3202T (=GDMCC 1.4918T=[[CCM 9447T]]) as the type strains, respectively.
"
CCM 9439ᵀ	strain designation	1	1	strains	"..., with strain EM39Eᵀ (=DSM 118743ᵀ; =CCOS 2125ᵀ; =[[CCM 9439ᵀ]]) as the proposed type strain.
"
CCM 9438ᵀ	strain designation	1	1	strains	...with strain 18KM445ᵀ (=DSM 118744ᵀ; =CCOS 2124ᵀ; =[[CCM 9438ᵀ]]) as the proposed type strain. The second cluster,...
CCM 9395T	strain designation	1	1	strains	"...jae sp. nov. with He02T (=CECT 31001T=DSM 117324T=[[CCM 9395T]]) as type strain is proposed.
"
CCM 9376T	strain designation	1	1	strains	"... type strain of this species is strain A1-XYC3T (=[[CCM 9376T]]=NRRL B-65691T).
"
CCM 9308T	strain designation	1	1	strains	"...e designation Silvimonas soli 17-6T (=DSM 115342T=[[CCM 9308T]]).
"
CCM 9300T	strain designation	1	1	strains	... proposed to represent a type strain (DSM 113746T=[[CCM 9300T]]) of Svornostia abyssi gen. nov. sp. nov. within t...
CCM 9251T	strain designation	1	1	strains	".... nov., with type strain S1CR25-10T (=CECT 30623T=[[CCM 9251T]]), is proposed.
"
CCM 9249T	strain designation	1	1	strains	...acid identity, confirmed that strain S1AR25-5AT (=[[CCM 9249T]]=CECT 30619T) represents a new species of the genu...
CCM 9244T	strain designation	1	1	strains	"...vienii subsp. africana subsp. nov, with XENO-1T (=[[CCM 9244T]]=CCOS 2015T) as the type strain.
"
CCM 9243T	strain designation	1	1	strains	".... nov. for GS16, with the type strain NIPH 1872T ([[CCM 9243T]]=CIP 70.18T=ATCC 17988T).
"
CCM 9236T	strain designation	1	1	strains	...mes: Photorhabdus aballayi sp. nov. with APURET (=[[CCM 9236T]] =CCOS 2019T) as type strain and Photorhabdus lumi...
CCM 9235T	strain designation	1	1	strains	...cens subsp. venezuelensis subsp. nov. with JART (=[[CCM 9235T]] =CCOS 2021T) as type strain. Our study contribute...
CCM 9087T	strain designation	1	1	strains	..., with JJ-7T (=CIP 111892T=DSM 111785T=LMG 32088T=[[CCM 9087T]]) and JJ-60T (=CIP 111894T=DSM 111787T=LMG 32090T=...
CCM 9086T	strain designation	1	1	strains	"...) and JJ-60T (=CIP 111894T=DSM 111787T=LMG 32090T=[[CCM 9086T]]) as the type strains, respectively.
"
CCM 8976T	strain designation	1	1	strains	...ich the names Flavobacterium psychraerolatum (7AT=[[CCM 8976T]]=DSM 111734T), Flavobacterium aeripolare (14AT=CCM...
CCM 8973T	strain designation	1	1	strains	"...CC 1.18502T) and Flavobacterium gelidicaeli (28AT=[[CCM 8973T]]=CGMCC 1.18503T) are proposed.
"
CCM 8972T	strain designation	1	1	strains	...76T=DSM 111734T), Flavobacterium aeripolare (14AT=[[CCM 8972T]]=CGMCC 1.18502T) and Flavobacterium gelidicaeli (2...
CCM 8862T	strain designation	1	1	strains	".... nov. is proposed, with the type strain P5891T (=[[CCM 8862T]]=LMG 31627T).
"
CCM 8464T	strain designation	1	1	strains	...he genus Larsenimonas were 73.42 % with L. salina [[CCM 8464T]] and 72.38 % with L. suaedae DSM 22428T. Strain GH...
CBS 8477	strain designation	1	1	strains	...his strain is closely related to Naohidea sebacea [[CBS 8477]], exhibiting the similarity values of 96.5% and 91...
CBS 764T	strain designation	1	1	strains	... they were closely related to Torulaspora globosa [[CBS 764T]] and Naumovozyma castellii NRRL Y-12630T, respecti...
CAU 1287T	strain designation	1	1	strains	...uence identity of 98.0% with Salinimicrobium soli [[CAU 1287T]] and those of ≤97.9% and ≤94.6% with the rest of S...
CBS 12960T	strain designation	1	1	strains	..., preserved in a metabolically inactive state, is [[CBS 12960T]] (extype cultures: 2-1361 and CCY 90-2-1, NCAIM Y....
CBMB27T	strain designation	1	1	strains	...agatae DSM 19563T (98.7%) and Mtb. phyllosphaerae [[CBMB27T]] (99.8%), respectively, while strain SB2T belonged...
CBMAI 2675T	strain designation	1	1	strains	"...T) and Streptomyces hayashii sp. nov (IBSBF 2953T=[[CBMAI 2675T]]=ICMP 24301T=MUM 22.68T).
"
CBMAI 2674T	strain designation	1	1	strains	...are Streptomyces hilarionis sp. nov. (IBSBF 2807T=[[CBMAI 2674T]]=ICMP 24297T=MUM 22.66T) and Streptomyces hayashii..
CBK3Z-3T	strain designation	1	1	strains	...a and was most closely related to Stakelama flava [[CBK3Z-3T]] (96.28%, 16S rRNA gene sequence similarity), foll...; 
CBK1P-4T	strain designation	1	1	strains	...howed the closest similarity to Jiella avicenniae [[CBK1P-4T]] (98.06%), followed by other Jiella species. Phylo...; 
CBAS 572T	strain designation	1	1	strains	...as lisbonensis NE40T, Endozoicomonas arenosclerae [[CBAS 572T]] and Endozoicomonas montiporae CL-33T. The average...
CBA3647T	strain designation	1	1	strains	...and obligate anaerobic bacteria designated strain [[CBA3647T]] was isolated from a horse faecal sample in Jeju, ...; 
CBA3646T	strain designation	1	1	strains	...l, anaerobic, Gram-stain-positive coccoid strain, [[CBA3646T]], was isolated from the faeces of a thoroughbred r...; 
CBA3628T	strain designation	1	1	strains	The novel strain [[CBA3628T]] was isolated from kimchi, a Korean fermented vege...; ...olated from kimchi, a Korean ferm
CBA3207T	strain designation	1	1	strains	...ne sequence similarities to Aquimarina versatilis [[CBA3207T]] (94.2%), Aquimarina acroporae D1M17T (93.7%) and ...
CBA3109T	strain designation	1	1	strains	...otile and rod-shaped bacterium, designated strain [[CBA3109T]], was isolated from jogae-jeotgal (fermented clam)...; 
CBA3108T	strain designation	1	1	strains	Strain [[CBA3108T]] is a Gram-positive, non-spore-forming, obligately...; ...d in Jeju Island, Republic of Korea. The ce
CB51T	strain designation	1	1	strains	...izosphaerae 7F14T (97.5%), Caulobacter vibrioides [[CB51T]] (97.3%), 'Caulobacter zeae' 410T (1,402/1,440, 97...
CB4T	strain designation	1	1	strains	...s the highest similarity to Aneurinibacillus soli [[CB4T]] (96. 71 %). However, the novel strain showed an a...; ...N
CB 48T	strain designation	1	1	strains	...8.6 %, respectively) to Asticcacaulis excentricus [[CB 48T]], and strain LKC15WT showed 99.6 % similarity to A...; ..
CAU 1638T	strain designation	1	1	strains	...robic, rod-shaped bacterium, designated as strain [[CAU 1638T]], was isolated from seaweed sediment collected in ...;
CAU 1620T	strain designation	1	1	strains	...ne sequence similarity to 'Marinobacter arenosus' [[CAU 1620T]] (98.5 %). The digital DNA-DNA hybridization and a...;
CAU 1616T	strain designation	1	1	strains	..., and creamy-white coloured bacterium, designated [[CAU 1616T]], was isolated from sea sand collected at Ayajin B...;
CAU 1319T	strain designation	1	1	strains	...us and is closely related to Tessaracoccus arenae [[CAU 1319T]] (95.87 % similarity), Tessaracoccus lapidicaptus ...
CAU 1312T	strain designation	1	1	strains	...ans DSM 18921T (96.62 %), Pseudothioclava arenosa [[CAU 1312T]] (96.54 %) and Defluviimonas nitratireducens DL5-4...
CAU 1296T	strain designation	1	1	strains	...ola DSM 14237T (90.0%) and Eudoraea chungangensis [[CAU 1296T]] (89.9%). Comparative genome analyses with closely...
CBS 10308T	strain designation	1	1	strains	... is most closely related to Fonsecazyma mujuensis [[CBS 10308T]], with sequence divergences of 4.3% (28 substituti...
CBS 13485T	strain designation	1	1	strains	"...olates. The holotype of Ogataea nonmethanolica is [[CBS 13485T]]. The MycoBank number is MB 851195.
"
CBS 18939	strain designation	1	1	strains	"...-noted strains (holotype, NCAIM Y.02320; isotype, [[CBS 18939]]; MycoBank number, 856028).
"
CBS 14235	strain designation	1	1	strains	...vel species. The holotype of Sp. cesarfonsecae is [[CBS 14235]] (MycoBank MB859328). Notably, Sp. cesarfonsecae d...
CBS 18800T	strain designation	1	1	strains	...name Suhomyces schwaniae f.a., sp. nov. (Holotype [[CBS 18800T]]; MycoBank MB855625) is proposed to accommodate th...
CBS 18666T	strain designation	1	1	strains	"...cies, Kwoniella olivae f.a. sp. nov. PYCC 9971T (=[[CBS 18666T]]), is proposed. The MycoBank number is MB 860006.
"
CBS 18662	strain designation	1	1	strains	... sample (CBS 18661) and two samples of olive oil ([[CBS 18662]] and CBS 18660) were collected in two different mi...;
CBS 18661T	strain designation	1	1	strains	...madazyma mexicana and C. trypodendri. The strains [[CBS 18661T]] (PP391581-PP375117) and CBS 18662 (PP391582-PP375...
CBS 18661	strain designation	1	1	strains	...strains were isolated from an olive paste sample ([[CBS 18661]]) and two samples of olive oil (CBS 18662 and CBS ...;
CBS 18660T	strain designation	1	1	strains	...are named Yamadazyma oleae f.a. sp. nov., whereas [[CBS 18660T]] (PP149061-PP130150) is assigned as Yamadazyma mol...
CBS 18660	strain designation	1	1	strains	...8661) and two samples of olive oil (CBS 18662 and [[CBS 18660]]) were collected in two different mills in Verona ...;
CBS 18628T	strain designation	1	1	strains	...me Kodamaea schenbergiae f.a., sp. nov. (Holotype [[CBS 18628T]]; MycoBank MB855624) is proposed to accommodate th...
CBS 18614	strain designation	1	1	strains	... The holotype used is JCM 36746T (ex-type strains [[CBS 18614]] and NBRC 116657). The MycoBank accession number i...
CBS 18485T	strain designation	1	1	strains	"..., sp. nov. The holotype is NBRC 115909T (isotype: [[CBS 18485T]]).
"
CBS 18148	strain designation	1	1	strains	...es, Sugiyamaella bielyi f. a., sp. nov. (holotype [[CBS 18148]], MycoBank 847463), is most phylogenetically relat...
CBS 18112	strain designation	1	1	strains	...Sugiyamaella amazoniana f. a., sp. nov. (holotype [[CBS 18112]], MycoBank 847461) is phylogenetically related to ...
CBS 18107T	strain designation	1	1	strains	...pose the name Vanderwaltozyma urihicola sp. nov. ([[CBS 18107T]], MycoBank MB 856975) to accommodate these isolate...
CBS 18021T	strain designation	1	1	strains	...and the species Millerago phaffii f.a., sp. nov. ([[CBS 18021T]]; MycoBank MB856172) to accommodate the Colombian ...
CBS 16589T	strain designation	1	1	strains	.... The holotype of Saccharomycopsis praedatoria is [[CBS 16589T]]. The MycoBank number is MB849369. S. praedatoria ...
CBS 16170T	strain designation	1	1	strains	... Teunomyces ledahaglerae f.a., sp. nov. (holotype [[CBS 16170T]]; Mycobank MB 849067) and Teunomyces paulamoraisia...
CBS 16169T	strain designation	1	1	strains	..., Teunomyces landelliae f.a., sp. nov. (holotype =[[CBS 16169T]]; Mycobank MB 849066), Teunomyces ledahaglerae f.a...
CBS 16168T	strain designation	1	1	strains	...mes Teunomyces gombertii f.a., sp. nov. (holotype [[CBS 16168T]]; Mycobank MB849065), Teunomyces landelliae f.a., ...
CBS 16166T	strain designation	1	1	strains	...bed here as Starmerella gilliamiae f.a, sp. nov. ([[CBS 16166T]]; Mycobank MB 851206) and Starmerella monicapupoae...
CBS 16120T	strain designation	1	1	strains	...eunomyces paulamoraisiae f.a., sp. nov. (holotype [[CBS 16120T]]; Mycobank MB 849068) are proposed for these speci...
CBS 14238T	strain designation	1	1	strains	...lla nicolii sp. nov. is proposed. The holotype is [[CBS 14238T]]. The MycoBank number is MB855027. Interestingly, ...
BME SL 6.1T	strain designation	1	1	strains	...S rRNA gene sequence of one strain, designated as [[BME SL 6.1T]], showed the highest similarity to those of Strept..
BMA10T	strain designation	1	1	strains	...ain-negative, non-motile rods, designated strains [[BMA10T]] and BMA12T, were isolated from stony coral Porite...; ..
ATCC BAA-960T	strain designation	1	1	strains	...yakuensis TP1632T, Streptococcus pseudopneumoniae [[ATCC BAA-960T]] and Streptococcus pneumoniae NCTC 7465T. IMAU9919
Alt3T	strain designation	1	1	strains	Six bacterial strains, Mut1T, Mut2, Alt1, Alt2, [[Alt3T]], and Alt4, were isolated from soil samples collec...; ...ains 
Alt1	strain designation	1	1	strains	Six bacterial strains, Mut1T, Mut2, [[Alt1]], Alt2, Alt3T, and Alt4, were isolated from soil s...; ...ut2 as a strain of
Allocoprococcus similis	taxon (not in NCBITaxon)	1	1	study_taxa	... distinct species. Therefore, we propose the name [[Allocoprococcus similis]] gen. nov., sp. nov. The type strain is 
Aliiroseovarius sediminilitoris M-M10T	strain designation	1	1	strains	... strain 2305UL8-7T showed 98.13 % similarity with [[Aliiroseovarius sediminilitoris M-M10T]]. Polyphasic analysis rev
Alifodinibius salipaludis	taxon (not in NCBITaxon)	1	1	study_taxa	"... sp. nov. We also propose the reclassification of [[Alifodinibius salipaludis]] as Fodinibius salipaludis sp. nov.
"
Al3+	chemical (not in CHEBI)	1	1	chemical_utilization_object	...lagellum. Strain [[A6T]] could tolerate up to 55.0 mM [[Al3+]] and inhibited the growth of Fusarium oxysporum f....
Agromyces excoecariae	taxon (not in NCBITaxon)	1	1	study_taxa	...pecies of the genus Agromyces, for which the name [[Agromyces excoecariae]] sp. nov. is proposed. The type strain is 
Agromyces endophyticus	taxon (not in NCBITaxon)	1	1	study_taxa	...pecies of the genus Agromyces, for which the name [[Agromyces endophyticus]] sp. nov. (type strain H17E-10T=KACC 2183
Agarivorans sediminis	taxon (not in NCBITaxon)	1	1	study_taxa	"... genus Agarivorans, for which we propose the name [[Agarivorans sediminis]] sp. nov. (=KCTC 92288T=JCM 35392T).
"
Agarivorans clade	taxon (not in NCBITaxon)	1	1	study_taxa	...rRNA gene indicated that MAO6T clustered with the [[Agarivorans clade]] of the genus Vibrio. Closest relatives of the
AgTrST	strain designation	1	1	strains	...g species, close to Candidatus F. nodulisporulans [[AgTrST]] and F. canadensis ARgP5T. The digital DNA-DNA hyb...; ..
Ag45/Mut15T	strain designation	1	1	strains	Frankia strain [[Ag45/Mut15T]] was isolated from a root nodule of Alnus glutinos...; ... sporangia. The whole-cell hydro
Aestuariispiraceae	taxon (not in NCBITaxon)	1	1	study_taxa	"...cation of the Kiloniellaceae and the proposal of ‌[[Aestuariispiraceae]]‌ fam. nov.
"
Aestuaribacter halophilus	taxon (not in NCBITaxon)	1	1	study_taxa	... had the highest similarity with the type strains [[Aestuaribacter halophilus]] JC2043T (95.95 %), Alteromonas lipoly
Actomonas spartinae	taxon (not in NCBITaxon)	1	1	study_taxa	...ecies, and thus, Actomonas mangrovi sp. nov., and [[Actomonas spartinae]] sp. nov. were proposed with type strain D2-
Actomonas mangrovi	taxon (not in NCBITaxon)	1	1	study_taxa	...MBA3-11T represented two novel species, and thus, [[Actomonas mangrovi]] sp. nov., and Actomonas spartinae sp. nov. w
Actomonas lomoniglobus	taxon (not in NCBITaxon)	1	1	study_taxa	...4 should be transferred to the genus Actomonas as [[Actomonas lomoniglobus]] comb. nov. This study expanded the bacte
Actinoplanes oryzae	taxon (not in NCBITaxon)	1	1	study_taxa	...lanes and was recognized as a novel species named [[Actinoplanes oryzae]] sp. nov. The type strain is RD1T (=TBRC 177
Actinoplanes akusuensis	taxon (not in NCBITaxon)	1	1	study_taxa	... the highest 16S rRNA gene sequence similarity to [[Actinoplanes akusuensis]] TRM 8003T (99.0 %). In the phylogenomic
Actinomadura chokoriensis DSM 45346T	strain designation	1	1	strains	...madura; strain DLS-47 was most closely related to [[Actinomadura chokoriensis DSM 45346T]] (100% sequence identity), 
Actinomadura bangladeshensis DSM 45347T	strain designation	1	1	strains	... while strain DLS-62T formed a tight cluster with [[Actinomadura bangladeshensis DSM 45347T]] (99.5% sequence similar
Actibacterium pelagium JN33T	strain designation	1	1	strains	..., Kangsaoukella pontilimi KCTC 72224T (95.8%) and [[Actibacterium pelagium JN33T]] (95.5%). The major fatty acids inc
Alt2	strain designation	1	1	strains	Six bacterial strains, Mut1T, Mut2, Alt1, [[Alt2]], Alt3T, and Alt4, were isolated from soil samples...; ... a strain of
Alteriqipengyuania triglochinis	taxon (not in NCBITaxon)	1	1	study_taxa	... the names Qipengyuania triglochinis sp. nov. and [[Alteriqipengyuania triglochinis]] sp. nov. are proposed. The type
Acinetobacter haemolytic clade	taxon (not in NCBITaxon)	1	1	study_taxa	...ective but closely related phylogroups within the [[Acinetobacter haemolytic clade]]. The intraspecies genomic averag
Alteromonas algae	taxon (not in NCBITaxon)	1	1	study_taxa	...ies of the genus Alteromonas, for which the names [[Alteromonas algae]] sp. nov. (type strain A079T=MCCC 1K09912T=KCT
